term,degree,closeness,is_alpha,usable_term
march,111,0.5842956120092379,True,True
day,73,0.5292887029288703,True,False
science,49,0.4764595103578154,True,True
gather,42,0.4846743295019157,True,True
earth,42,0.4791666666666667,True,True
thousand,39,0.4423076923076923,True,True
destroy,36,0.46,True,True
return,36,0.44308231173380036,True,True
protester,34,0.4501779359430605,True,True
blow,34,0.4469964664310954,True,True
nye,33,0.4591651542649728,True,False
trump,32,0.4493783303730018,True,True
scientist,31,0.46083788706739526,True,True
aim,31,0.44,True,False
rally,29,0.4446397188049209,True,True
remember,28,0.46167883211678834,True,True
cnn,27,0.41272430668841764,True,False
plan,26,0.4266441821247892,True,True
use,25,0.4369602763385147,True,False
draw,25,0.4209650582362729,True,True
support,24,0.44076655052264807,True,True
protest,24,0.42592592592592593,True,True
join,23,0.4423076923076923,True,True
flood,23,0.4369602763385147,True,True
cut,23,0.41956882255389716,True,False
attract,23,0.41818181818181815,True,True
double,20,0.4339622641509434,True,True
epa,19,0.42449664429530204,True,False
leave,19,0.41887417218543044,True,True
world,19,0.4161184210526316,True,True
hang,19,0.41205211726384366,True,True
late,19,0.40222575516693165,True,True
think,19,0.4015873015873016,True,True
trend,18,0.41818181818181815,True,True
promote,18,0.41818181818181815,True,True
pruitt,18,0.4028662420382166,True,True
man,18,0.3953125,True,False
tweet,17,0.42592592592592593,True,True
demand,17,0.41956882255389716,True,True
turn,17,0.3990536277602524,True,True
proulx,17,0.38863287250384027,True,True
pledge,16,0.42736486486486486,True,True
recognize,16,0.420265780730897,True,True
school,16,0.39593114241001565,True,True
gasket,16,0.38863287250384027,True,True
worldwide,15,0.423785594639866,True,True
anti,15,0.41956882255389716,True,True
place,15,0.4161184210526316,True,True
counter,15,0.41475409836065574,True,True
rip,15,0.39285714285714285,True,False
resist,14,0.4266441821247892,True,True
liberalism,14,0.41680395387149916,True,True
bill,14,0.41272430668841764,True,True
wrong,14,0.4087237479806139,True,True
alarmist,14,0.4087237479806139,True,True
climatologist,14,0.3609129814550642,True,True
demonstrator,13,0.4133986928104575,True,True
wave,13,0.41205211726384366,True,True
refuse,13,0.4067524115755627,True,True
happen,13,0.406099518459069,True,True
fight,13,0.40544871794871795,True,True
stop,13,0.40222575516693165,True,True
brave,13,0.39717425431711145,True,True
cost,13,0.38333333333333336,True,True
drop,12,0.41475409836065574,True,True
lead,12,0.4067524115755627,True,True
wash,12,0.39717425431711145,True,True
liberal,12,0.37260677466863035,True,True
alarm,11,0.40350877192982454,True,True
street,11,0.40350877192982454,True,True
political,11,0.4009508716323296,True,True
wage,11,0.39968404423380727,True,True
new,11,0.3953125,True,False
frelinghuysen,11,0.38625954198473283,True,True
change,11,0.3804511278195489,True,True
blame,11,0.36773255813953487,True,True
pac,11,0.34657534246575344,True,False
event,10,0.4100486223662885,True,True
great,10,0.4028662420382166,True,True
long,10,0.39655172413793105,True,True
video,10,0.3518776077885953,True,True
syrian,10,0.33598937583001326,True,True
watch,9,0.4067524115755627,True,True
globe,9,0.4015873015873016,True,True
completely,9,0.39717425431711145,True,True
riot,9,0.39717425431711145,True,True
unprecedented,9,0.3821752265861027,True,True
barkskin,9,0.37987987987987987,True,True
narrative,9,0.3781763826606876,True,True
defend,9,0.3720588235294118,True,True
free,9,0.3645533141210375,True,True
climate,9,0.3624641833810888,True,True
push,9,0.3475274725274725,True,True
host,8,0.4113821138211382,True,True
report,8,0.3904320987654321,True,True
marcher,8,0.3892307692307692,True,True
qualify,8,0.3844984802431611,True,True
news,8,0.38333333333333336,True,True
heat,8,0.3827534039334342,True,True
l.a,8,0.3827534039334342,False,False
week,8,0.3821752265861027,True,True
open,8,0.3815987933634992,True,True
it,8,0.3635057471264368,True,False
fact,8,0.359375,True,True
america,8,0.3418918918918919,True,True
people,8,0.33688415446071907,True,True
florio,8,0.33643617021276595,True,True
clean,8,0.33554376657824936,True,True
wing,8,0.3337730870712401,True,True
look,8,0.32985658409387225,True,True
gas,8,0.320253164556962,True,False
form,7,0.39717425431711145,True,True
huxley,7,0.3874425727411945,True,True
valley,7,0.38333333333333336,True,True
state,7,0.38333333333333336,True,True
imf,7,0.3742603550295858,True,False
space,7,0.36666666666666664,True,True
big,7,0.3578500707213578,True,False
cereal,7,0.3553370786516854,True,True
horror,7,0.3553370786516854,True,True
fish,7,0.3509015256588072,True,True
chart,7,0.3451568894952251,True,True
dress,7,0.3400537634408602,True,True
scott,7,0.3395973154362416,True,True
devos,7,0.3395973154362416,True,True
betsy,7,0.3395973154362416,True,True
air,7,0.3350993377483444,True,False
run,7,0.3320209973753281,True,False
thunder,7,0.331151832460733,True,True
annie,7,0.330718954248366,True,True
bad,7,0.3268733850129199,True,False
republicans,7,0.32519280205655526,True,True
novel,7,0.3235294117647059,True,True
energy,7,0.31467661691542287,True,True
strike,6,0.39968404423380727,True,True
reactor,6,0.3984251968503937,True,True
skepticism,6,0.39164086687306504,True,True
anti-,6,0.3874425727411945,False,False
